ticker,price_date,close_price
JNJ,2016-11-23,110.88
JPM,2016-11-23,77.1
KO,2016-11-23,39.772
MSFT,2016-11-23,59.378
XOM,2016-11-23,83.732
AAPL,2016-11-25,110.02
JNJ,2016-11-25,111.92
JPM,2016-11-25,77.071
KO,2016-11-25,40.169
MSFT,2016-11-25,59.505
XOM,2016-11-25,83.925
AAPL,2016-11-28,109.81
JNJ,2016-11-28,110.94
JPM,2016-11-28,76.572
KO,2016-11-28,40.382
MSFT,2016-11-28,59.585
XOM,2016-11-28,83.298
AAPL,2016-11-29,109.7
JNJ,2016-11-29,110.3
JPM,2016-11-29,77.16
KO,2016-11-29,40.138
MSFT,2016-11-29,60.056
XOM,2016-11-29,82.75
AAPL,2016-11-30,108.77
JNJ,2016-11-30,109.15
JPM,2016-11-30,78.382
KO,2016-11-30,39.358
MSFT,2016-11-30,59.24
XOM,2016-11-30,84.099
AAPL,2016-12-01,107.76
JNJ,2016-12-01,109.23
JPM,2016-12-01,79.966
KO,2016-12-01,39.182
MSFT,2016-12-01,58.198
XOM,2016-12-01,84.05
AAPL,2016-12-02,108.16
JNJ,2016-12-02,109.79
JPM,2016-12-02,79.78
KO,2016-12-02,39.367
MSFT,2016-12-02,58.247
XOM,2016-12-02,83.848
AAPL,2016-12-05,107.38
JNJ,2016-12-05,109.77
JPM,2016-12-05,81.403
KO,2016-12-05,39.621
MSFT,2016-12-05,59.201
XOM,2016-12-05,84.272
AAPL,2016-12-06,108.21
JNJ,2016-12-06,109.89
JPM,2016-12-06,81.823
KO,2016-12-06,39.572
MSFT,2016-12-06,58.935
XOM,2016-12-06,84.349
AAPL,2016-12-07,109.28
JNJ,2016-12-07,108.95
JPM,2016-12-07,82.194
KO,2016-12-07,40.275
MSFT,2016-12-07,60.331
XOM,2016-12-07,84.841
AAPL,2016-12-08,110.35
JNJ,2016-12-08,108.84
JPM,2016-12-08,83.222
KO,2016-12-08,39.971
MSFT,2016-12-08,59.976
XOM,2016-12-08,85.082
AAPL,2016-12-09,112.15
JNJ,2016-12-09,110.09
JPM,2016-12-09,83.583
KO,2016-12-09,40.967
MSFT,2016-12-09,60.921
XOM,2016-12-09,85.737
AAPL,2016-12-12,111.51
JNJ,2016-12-12,113.13
JPM,2016-12-12,82.841
KO,2016-12-12,40.869
MSFT,2016-12-12,61.117
XOM,2016-12-12,87.645
AAPL,2016-12-13,113.36
JNJ,2016-12-13,113.65
JPM,2016-12-13,82.87
KO,2016-12-13,40.733
MSFT,2016-12-13,61.913
XOM,2016-12-13,89.186
AAPL,2016-12-14,113.36
JNJ,2016-12-14,112.76
JPM,2016-12-14,82.841
KO,2016-12-14,40.196
MSFT,2016-12-14,61.629
XOM,2016-12-14,87.257
AAPL,2016-12-15,113.99
JNJ,2016-12-15,113.65
JPM,2016-12-15,84.082
KO,2016-12-15,40.528
MSFT,2016-12-15,61.52
XOM,2016-12-15,87.556
AAPL,2016-12-16,114.14
JNJ,2016-12-16,113.64
JPM,2016-12-16,83.046
KO,2016-12-16,40.713
MSFT,2016-12-16,61.246
XOM,2016-12-16,87.837
AAPL,2016-12-19,114.8
JNJ,2016-12-19,113.78
JPM,2016-12-19,83.525
KO,2016-12-19,40.645
MSFT,2016-12-19,62.544
XOM,2016-12-19,87.105
AAPL,2016-12-20,115.11
JNJ,2016-12-20,113.42
JPM,2016-12-20,84.599
KO,2016-12-20,40.636
MSFT,2016-12-20,62.464
XOM,2016-12-20,87.115
AAPL,2016-12-21,115.21
JNJ,2016-12-21,113.08
JPM,2016-12-21,84.815
KO,2016-12-21,40.547
MSFT,2016-12-21,62.474
XOM,2016-12-21,86.969
AAPL,2016-12-22,114.45
JNJ,2016-12-22,113.2
JPM,2016-12-22,84.951
